ol2591916.245209
CCNY     19/09/2025 16:23:52 19/09/2025 16:24:52 0080 -073.950000 0040.821000 00.0 00.0 "Lamp to Acq 175.538us, far acq to gate is 5.0 us;  near range use Gated detectors, 0.26 us, no NDF, Lab-lidar, new flash-lamps day2"
0001201 0020 0000000 0020 08 0000000 0020 0000000 0000
1 0 1 08000 1 0770 3.75 00287.o 0 0 01 000 16 001201 0.500 BT0
1 1 1 08000 1 0770 3.75 00287.o 0 0 00 000 00 001201 3.9683 BC0
1 0 1 08000 1 0810 3.75 00299.o 0 0 01 000 16 001201 0.500 BT1
1 1 1 08000 1 0810 3.75 00299.o 0 0 00 000 00 001201 3.9683 BC1
1 0 1 08000 1 0780 3.75 00287.o 0 0 01 000 16 001201 0.500 BT2 "Near Range"
1 1 1 08000 1 0780 3.75 00287.o 0 0 00 000 00 001201 3.9683 BC2 "Near Range"
1 0 1 08000 1 0805 3.75 00299.o 0 0 01 000 16 001201 0.500 BT3 "Near Range"
1 1 1 08000 1 0805 3.75 00299.o 0 0 00 000 00 001201 3.9683 BC3 "Near Range"
287.000 .o Analog 0 	287.000 .o Photon Counting 0 	299.000 .o Analog 1 	299.000 .o Photon Counting 1 	287.000 .o Analog 2 	287.000 .o Photon Counting 2 	299.000 .o Analog 3 	299.000 .o Photon Counting 3 
7.02141	2.43131	5.58964	0	5.31556	0	5.82209	0
7.11112	2.83097	5.59926	0	5.30507	0	5.82667	0
7.24626	2.63114	5.62724	0	5.29487	0	5.82199	0
7.40159	2.46461	5.66208	0	5.26298	0	5.81199	0
7.48835	2.19817	5.67889	0.0333056	5.23593	0	5.81069	0
7.56681	2.56453	5.69566	0	5.24218	0	5.80286	0
7.67888	3.19734	5.70902	0.0333056	5.22646	0	5.80056	0
7.7655	2.59784	5.7219	0	5.20023	0	5.79531	0
7.85243	2.66445	5.75071	0	5.19789	0	5.7929	0
7.95463	3.79684	5.7697	0	5.19797	0.133222	5.79918	0.0999167
8.03466	4.62948	5.77867	0	5.18613	52.1898	5.76973	65.7452
8.09476	4.62948	5.79898	0.0666112	7.50193	187.477	5.8707	190.808
8.17385	4.26311	5.81409	0	33.7078	199.734	11.6564	192.04
8.24507	4.82931	5.82573	0	87.6129	197.402	27.6605	189.376
8.31321	4.46295	5.85632	0	102.299	198.535	34.8924	186.311
8.40609	4.1632	5.87092	0.0333056	82.1435	199.001	28.9224	188.909
8.46366	4.26311	5.87333	0	80.7483	197.935	27.4097	189.875
8.49688	4.66278	5.89722	0.0333056	81.3704	196.769	28.226	189.775
8.56496	4.32973	5.90833	0.0333056	72.9723	198.834	25.8451	189.242
8.62153	5.16236	5.91643	0	70.3269	198.701	24.7735	187.444
8.65144	4.796	5.93926	0	68.5996	197.702	24.3697	187.311
8.70314	5.42881	5.94869	0.0333056	63.9716	198.235	23.1034	185.212
8.76519	5.06245	5.96601	0	61.0332	199.4	22.2643	186.711
8.79559	5.09575	5.99136	0	58.6914	197.802	21.597	182.348
8.83067	5.82848	5.9906	0.0333056	55.9585	196.803	20.8784	183.98
8.86636	5.49542	6.00505	0.0333056	53.749	198.701	20.1966	182.082
8.88144	6.16153	6.0197	0.0666112	51.553	195.104	19.4004	180.516
8.90919	5.02914	6.02148	0	49.2989	194.471	18.8762	180.583
8.92068	4.66278	6.02906	0.0333056	47.5369	196.869	18.4378	180.15
8.93137	5.92839	6.04807	0.0333056	45.8281	196.636	17.8032	178.918
8.94224	5.72856	6.05769	0	43.9676	192.54	17.2647	178.085
8.9429	5.19567	6.06365	0.0666112	42.3353	194.072	16.819	175.287
8.93516	5.26228	6.06934	0	40.8447	194.471	16.3741	174.788
8.92406	5.29559	6.07274	0.0999167	39.3746	193.905	16.0215	171.923
8.91408	5.22898	6.08076	0	38.0043	193.072	15.5824	171.424
8.89975	5.3955	6.09022	0.0333056	36.8283	191.307	15.1586	170.025
8.87749	5.02914	6.08587	0.0666112	35.6187	196.236	14.8475	170.658
8.85453	4.56286	6.08764	0.0999167	34.2721	191.674	14.522	167.927
8.82156	4.59617	6.09489	0	33.2012	192.873	14.2444	168.759
8.79521	4.39634	6.09246	0.0999167	32.2728	189.742	14.0019	166.661
8.76858	4.26311	6.08641	0.0333056	31.1982	190.241	13.6318	165.062
8.72358	4.09659	6.0889	0.0333056	30.287	192.839	13.2873	164.629
8.67721	3.39717	6.08547	0	29.5261	189.309	13.1362	164.929
8.63597	2.9642	6.07505	0	28.6592	189.209	12.9208	164.929
8.58683	4.12989	6.07143	0.0333056	27.7284	189.742	12.6126	160.167
8.53611	3.5637	6.06618	0.0999167	27.0631	188.077	12.4115	159.767
8.48482	3.63031	6.05715	0.0666112	26.4257	188.177	12.2864	159.234
8.43363	3.83014	6.05191	0	25.6196	186.644	12.0814	155.57
8.38117	2.86428	6.04809	0.0333056	24.927	186.744	11.7965	155.837
8.33538	2.63114	6.03862	0	24.2926	185.745	11.5472	151.74
8.28869	2.89759	6.02587	0.0333056	23.5761	185.312	11.393	154.871
8.23161	2.53122	6.02027	0.0333056	22.9679	183.047	11.266	153.838
8.16866	2.73106	6.00923	0	22.4875	185.012	11.0812	150.475
8.11021	2.46461	5.99981	0.0999167	22.0531	184.18	10.9397	149.842
8.05882	1.66528	5.99072	0.0666112	21.5892	184.846	10.8094	149.575
8.00881	2.23147	5.97576	0	20.9756	184.58	10.6406	147.344
7.95783	1.7652	5.96461	0	20.4541	182.348	10.5588	145.945
7.90379	2.09825	5.95722	0	20.1149	180.183	10.4473	144.413
7.84616	1.89842	5.94354	0	19.7222	180.783	10.264	143.081
7.79227	1.49875	5.93638	0	19.2568	182.548	10.146	140.616
7.74648	1.43214	5.9266	0	18.8629	180.516	10.0161	140.783
7.69788	1.46545	5.91045	0.0333056	18.4633	178.818	9.90492	139.817
7.64617	1.36553	5.90125	0.0333056	18.1036	177.585	9.83297	138.085
7.59267	1.39883	5.89194	0.0333056	17.7387	178.651	9.69511	137.952
7.53849	1.63197	5.87702	0	17.3849	176.986	9.58293	134.288
7.49138	1.199	5.86859	0	17.0257	175.121	9.49379	132.723
7.45038	1.09908	5.8574	0	16.7002	176.886	9.40113	133.189
7.40549	1.09908	5.8419	0	16.4109	175.754	9.31124	131.357
7.35926	0.965862	5.83276	0.0333056	16.0883	177.652	9.21667	131.99
7.3168	1.33222	5.82297	0	15.8209	176.553	9.14857	127.727
7.27141	0.965862	5.80995	0	15.5455	173.988	9.08409	128.793
7.22998	0.732723	5.80319	0	15.266	172.756	8.99895	126.894
7.19194	0.832639	5.79621	0.0333056	15.0559	170.824	8.91694	126.128
7.14962	0.732723	5.78408	0	14.7654	171.424	8.84956	122.998
7.10023	0.732723	5.77259	0	14.579	170.891	8.7947	123.764
7.06324	0.732723	5.76571	0	14.3976	170.225	8.71492	120.4
7.03282	0.532889	5.75516	0	14.0475	170.924	8.60757	123.364
6.99133	0.832639	5.74338	0	13.8459	170.724	8.54591	119.034
6.94866	0.865945	5.73654	0	13.7228	169.992	8.54416	118.801
6.91974	0.666112	5.72861	0	13.474	168.16	8.49192	120.2
6.88739	0.5995	5.72041	0	13.2755	167.327	8.37853	114.704
6.84983	0.366361	5.71337	0	13.1003	165.062	8.34944	114.338
6.82135	0.532889	5.7063	0	12.8387	166.728	8.30995	114.005
6.79032	0.632806	5.69605	0	12.6219	164.23	8.20951	112.773
6.7523	0.5995	5.68491	0	12.572	162.032	8.17224	108.709
6.72692	0.399667	5.67878	0	12.477	163.297	8.1446	111.041
6.69569	0.133222	5.67374	0.0333056	12.2003	163.497	8.08564	106.545
6.66279	0.0999167	5.66403	0	11.9769	162.831	8.03408	108.476
6.63802	0.29975	5.65452	0	11.8087	162.531	7.96127	106.311
6.60855	0.233139	5.65159	0	11.6915	161.199	7.88466	104.313
6.57734	0.432973	5.64383	0	11.6629	160.1	7.86949	103.314
6.5527	0.333056	5.63552	0	11.5211	158.401	7.85825	103.78
6.52814	0.199833	5.63271	0	11.2882	156.969	7.80029	101.948
6.50609	0.166528	5.62437	0	11.1385	158.401	7.74709	101.515
6.48078	0.133222	5.61716	0	11.0588	156.769	7.73402	97.2523
6.45926	0.366361	5.61403	0	10.9398	157.136	7.68534	96.1199
