pressure	height	temperature	dewpoint	rh	mixingratio	direction	sknt	thta	thte	thtv
485	6010	-15.7	-45.7	6	0.13	336	16	316.6	317.1	316.6
480	6088	-16.3	-41.7	9	0.21	335	17	316.8	317.6	316.8
475	6166	-16.9	-37.7	15	0.31	330	16	316.9	318.1	317
472	6214	-17.3	-35.3	19	0.4	327	17	317.1	318.6	317.1
470	6246	-17.6	-35.6	19	0.39	325	17	317.1	318.6	317.2
466	6309	-18.1	-36.1	19	0.38	326	18	317.2	318.6	317.3
456	6471	-19.3	-41.9	12	0.21	330	20	317.7	318.5	317.8
451	6553	-19.9	-44.9	9	0.16	327	20	317.9	318.6	318
447	6618	-20.4	-43.8	10	0.18	325	20	318.2	318.9	318.2
443	6684	-20.8	-42.7	12	0.2	325	20	318.4	319.2	318.4
434	6834	-21.9	-40.3	17	0.26	320	20	318.9	320	319
426	6971	-22.9	-38	24	0.34	325	21	319.4	320.7	319.5
421	7057	-23.5	-36.6	29	0.4	320	19	319.7	321.2	319.8
417	7127	-23.9	-35.5	34	0.45	320	20	319.9	321.6	320
411	7234	-24.7	-33.7	43	0.54	317	21	320.3	322.3	320.4
408	7287	-25.2	-34.5	42	0.51	315	21	320.4	322.2	320.4
403	7376	-26	-35.7	40	0.45	320	22	320.4	322.1	320.5
400	7430	-26.5	-36.5	38	0.42	315	22	320.5	322.1	320.6
399	7448	-26.7	-36.7	38	0.42	315	22	320.4	322	320.5
395	7520	-27.3	-36.5	41	0.43	320	22	320.6	322.2	320.7
386	7686	-28.6	-36.1	49	0.46	315	22	320.9	322.7	321
379	7817	-29.7	-35.7	56	0.48	317	23	321.2	323	321.3
368	8026	-31.3	-38	51	0.39	320	25	321.8	323.3	321.9
364	8104	-31.9	-38.9	50	0.36	322	24	322	323.4	322.1
359	8201	-32.8	-39.2	52	0.36	325	23	322.1	323.5	322.2
355	8280	-33.5	-39.5	55	0.35	320	23	322.2	323.5	322.2
334	8703	-36.8	-44	47	0.23	335	20	323.3	324.2	323.4
326	8872	-38.1	-45.7	45	0.2	330	22	323.7	324.5	323.8
319	9022	-39.3	-47.3	42	0.17	330	22	324.1	324.8	324.2
318	9044	-39.5	-47.7	41	0.16	330	22	324.2	324.8	324.2
302	9395	-42.1	-54.6	24	0.08	350	17	325.2	325.5	325.2
300	9440	-42.5	-55.5	23	0.07	355	17	325.4	325.6	325.4
298	9485	-42.9	-55.9	23	0.07	357	17	325.4	325.7	325.4
295	9552	-43.5	-56.1	23	0.06	0	18	325.5	325.8	325.5
277	9966	-47.1	-57.6	29	0.06	350	21	326.3	326.5	326.3
263	10307	-50	-58.8	35	0.05	355	24	326.8	327	326.8
255	10510	-51.8	-59.5	39	0.05	350	26	327.1	327.3	327.1
252	10588	-52.5	-59.7	41	0.05	350	27	327.2	327.4	327.2
250	10640	-52.9	-59.9	42	0.05	350	27	327.3	327.5	327.3
248	10692	-53.3	-60.3	42	0.05	350	26	327.4	327.6	327.5
245	10769	-53.8	-60.6	43	0.04	350	24	327.9	328.1	327.9
238	10954	-54.8	-61.4	44	0.04	355	25	329	329.2	329
231	11144	-55.9	-62.2	45	0.04	335	26	330.2	330.3	330.2
225	11312	-56.9	-62.9	46	0.04	325	21	331.2	331.3	331.2
224	11340	-56.9	-62.9	46	0.04	325	21	331.6	331.8	331.6
222	11397	-56.2	-62.5	45	0.04	330	21	333.5	333.7	333.5
205	11909	-49.9	-58.9	34	0.07	320	32	351.1	351.4	351.1
200	12070	-50.1	-60.1	30	0.06	315	34	353.3	353.5	353.3
198	12136	-50.3	-60.3	30	0.06	315	34	354	354.2	354
197	12169	-50.2	-60.4	29	0.06	315	34	354.6	354.9	354.6
192	12337	-49.9	-60.9	26	0.05	320	36	357.7	358	357.8
189	12440	-50.1	-61.7	24	0.05	320	36	359	359.2	359
187	12510	-50.3	-62.3	23	0.05	320	35	359.8	360	359.8
182	12687	-50	-62.8	21	0.05	320	29	363.1	363.4	363.1
181	12723	-49.9	-62.9	20	0.04	320	29	363.8	364	363.8
179	12796	-50.1	-63.2	20	0.04	320	28	364.7	364.9	364.7
175	12943	-50.4	-64	19	0.04	315	33	366.6	366.8	366.6
172	13057	-50.6	-64.5	18	0.04	320	35	368	368.2	368
171	13095	-50.7	-64.7	17	0.04	320	35	368.4	368.6	368.5
170	13133	-50.7	-64.7	17	0.04	320	34	369.1	369.2	369.1
169	13171	-50.7	-64.7	17	0.04	320	35	369.7	369.9	369.7
168	13210	-50.7	-64.7	17	0.04	320	36	370.3	370.5	370.3
166	13288	-50.7	-64.7	17	0.04	321	35	371.6	371.8	371.6
161	13488	-50.6	-65.4	16	0.04	325	31	375	375.2	375
159	13570	-50.6	-65.7	15	0.03	330	32	376.4	376.6	376.4
157	13652	-50.5	-66	14	0.03	325	30	377.8	378	377.8
154	13778	-50.5	-66.5	13	0.03	321	31	380	380.1	380
153	13821	-50.5	-66.8	13	0.03	320	31	380.7	380.9	380.7
150	13950	-50.5	-67.5	12	0.03	325	32	382.9	383	382.9
149	13994	-50.6	-67.7	11	0.03	330	31	383.5	383.6	383.5
143	14262	-50.9	-68.9	10	0.02	325	25	387.4	387.6	387.4
142	14307	-50.9	-68.9	10	0.03	325	25	388.2	388.3	388.2
141	14353	-51	-69.2	10	0.02	325	25	388.7	388.9	388.7
136	14588	-51.8	-70.8	9	0.02	310	18	391.4	391.6	391.5
131	14831	-52.5	-72.4	7	0.02	290	21	394.3	394.4	394.3
130	14880	-52.7	-72.7	7	0.02	292	22	394.9	395	394.9
129	14930	-52.7	-72.7	7	0.02	295	22	395.8	395.9	395.8
128	14981	-52.7	-72.7	7	0.02	297	22	396.6	396.7	396.6
124	15185	-53.3	-73.8	7	0.01	305	21	399.2	399.3	399.2
122	15289	-53.5	-74.3	6	0.01	305	20	400.6	400.6	400.6
119	15449	-54	-75.2	6	0.01	300	23	402.6	402.7	402.6
116	15614	-54.4	-76	5	0.01	310	19	404.7	404.8	404.7
113	15782	-54.9	-76.9	5	0.01	305	15	406.9	407	406.9
110	15954	-55.4	-78	4	0.01	300	18	409.2	409.2	409.2
108	16071	-55.7	-78.7	4	0.01	302	17	410.7	410.8	410.7
106	16190	-56.1	-79.4	4	0.01	305	15	412.2	412.2	412.2
103	16372	-56.7	-80.4	4	0.01	300	16	414.4	414.4	414.4
102	16434	-56.9	-80.8	3	0.01	295	15	415.2	415.2	415.2
101	16497	-57.1	-81.1	3	0.01	297	16	415.9	416	415.9
100	16560	-57.3	-81.3	3	0.01	300	16	416.7	416.8	416.7
96	16816	-58	-82.9	3	0	305	26	420.2	420.3	420.2
95	16882	-58.2	-83.3	3	0	315	25	421.1	421.1	421.1
94	16949	-58.4	-83.8	3	0	320	28	422	422.1	422
92	17084	-58.8	-84.6	2	0	325	28	423.9	423.9	423.9
91.3	17132	-58.9	-84.9	2	0	320	24	424.6	424.6	424.6
90	17222	-58.3	-84.6	2	0	310	22	427.4	427.5	427.4
87.3	17413	-57.1	-84.1	2	0	330	27	433.6	433.7	433.6
86	17508	-56.7	-83.7	2	0	340	30	436.2	436.2	436.2
84	17657	-56.2	-83.2	2	0	355	23	440.3	440.3	440.3
83	17733	-55.9	-82.9	2	0.01	5	22	442.4	442.4	442.4
81.5	17848	-56.1	-83.1	2	0	14	18	444.3	444.3	444.3
78	18126	-56.6	-83	2	0.01	35	8	448.8	448.8	448.8
77	18207	-56.8	-82.9	2	0.01	25	5	450.1	450.1	450.1
76.4	18257	-56.9	-82.9	2	0.01	1	5	450.9	450.9	450.9
76	18290	-56.9	-82.9	2	0.01	345	5	451.7	451.7	451.7
74	18459	-56.6	-82.6	2	0.01	275	2	455.6	455.6	455.6
73	18545	-56.5	-82.5	2	0.01	250	6	457.6	457.6	457.6
72.8	18562	-56.5	-82.5	2	0.01	257	6	458	458	458
71	18720	-56.6	-82.6	2	0.01	320	4	461	461.1	461
70	18810	-56.7	-82.7	2	0.01	5	5	462.7	462.8	462.7
66.3	19154	-57.1	-83.1	2	0.01	79	14	469.1	469.1	469.1
66	19183	-57.1	-83.1	2	0.01	85	15	469.7	469.8	469.7
65.5	19231	-57.1	-83.1	2	0.01	87	12	470.7	470.8	470.7
65	19280	-56.9	-83	2	0.01	90	8	472.2	472.2	472.2
64	19379	-56.5	-82.9	2	0.01	65	3	475.2	475.2	475.2
63	19479	-56.1	-82.8	2	0.01	355	4	478.2	478.3	478.2
62.1	19570	-55.7	-82.7	2	0.01	44	7	481.1	481.1	481.1
62	19581	-55.7	-82.6	2	0.01	50	7	481.3	481.4	481.3
61	19684	-55.4	-82	2	0.01	80	12	484.1	484.2	484.1
60	19790	-55.2	-81.3	3	0.01	75	11	487	487	487
59.7	19822	-55.1	-81.1	3	0.01	85	10	487.8	487.9	487.8
58	20007	-54.7	-81.2	2	0.01	140	7	492.8	492.9	492.8
56.4	20186	-54.3	-81.3	2	0.01	74	5	497.6	497.7	497.6
55	20348	-53.7	-80.7	2	0.01	15	3	502.6	502.7	502.6
54.5	20407	-53.5	-80.5	2	0.01	30	4	504.4	504.5	504.4
52	20708	-54.4	-80.8	3	0.01	105	12	509	509.1	509
51	20833	-54.8	-80.9	3	0.01	140	4	510.9	511	510.9
50.8	20858	-54.9	-80.9	3	0.01	133	4	511.3	511.4	511.3
50.5	20896	-54.9	-80.9	3	0.01	123	3	512.2	512.3	512.2
50	20960	-54.9	-80.9	3	0.01	105	2	513.7	513.8	513.7
49	21089	-54.5	-80.5	3	0.01	55	8	517.5	517.6	517.5
48.3	21181	-54.3	-80.3	3	0.01	65	10	520.2	520.3	520.2
48	21221	-54.3	-80.3	3	0.01	70	11	521.1	521.2	521.1
47	21355	-54.4	-80.4	3	0.01	105	8	524	524.1	524
46	21492	-54.5	-80.5	3	0.01	125	9	527.1	527.2	527.1
45.6	21548	-54.5	-80.5	3	0.01	113	10	528.3	528.4	528.3
45.4	21576	-54.5	-80.5	3	0.01	107	11	529	529.1	529
44.2	21747	-54.5	-80.5	3	0.01	71	15	533	533.2	533.1
44	21776	-54.5	-80.5	3	0.01	65	16	533.8	534	533.8
43.1	21908	-54.3	-80.3	3	0.01	85	18	537.4	537.5	537.4
42.9	21938	-54.3	-80.3	3	0.01	89	19	538.1	538.2	538.1
42	22073	-54.7	-80.3	3	0.02	110	21	540.4	540.5	540.4
40.7	22274	-55.3	-80.3	3	0.02	129	17	543.8	543.9	543.8
40.1	22368	-55.5	-80.5	3	0.02	138	15	545.6	545.7	545.6
40	22384	-55.4	-80.5	3	0.02	140	15	546.2	546.3	546.2
39	22546	-54.6	-80.3	3	0.02	115	11	552.3	552.4	552.3
38	22712	-53.7	-80.2	3	0.02	130	10	558.6	558.7	558.6
37.3	22831	-53.1	-80.1	2	0.02	120	9	563.1	563.3	563.1
37	22883	-52.9	-79.9	2	0.02	115	8	565	565.2	565
36	23059	-52.1	-79.1	2	0.02	95	18	571.5	571.6	571.5
34	23427	-53.1	-79	3	0.02	75	29	578.1	578.3	578.1
33	23619	-53.7	-78.9	3	0.02	80	32	581.6	581.9	581.7
32.6	23697	-53.9	-78.9	3	0.02	90	29	583.1	583.3	583.1
32.1	23796	-54.1	-80.1	3	0.02	102	26	585.1	585.3	585.1
32	23816	-54	-80	3	0.02	105	25	585.8	586	585.8
31	24020	-53.4	-79.4	3	0.02	95	20	592.9	593.1	593
30	24230	-52.7	-78.7	3	0.03	70	28	600.4	600.6	600.4
29.4	24361	-52.1	-78.1	3	0.03	82	28	605.5	605.8	605.5
29	24450	-51.9	-77.9	3	0.03	90	28	608.5	608.8	608.5
28	24679	-51.3	-77.3	3	0.04	80	28	616.1	616.5	616.1
27.6	24772	-51.1	-77.1	3	0.04	86	27	619.3	619.6	619.3
27	24916	-51.3	-77.3	3	0.04	95	26	622.6	623	622.6
26.5	25037	-51.5	-77.5	3	0.04	90	25	625.4	625.8	625.4
26	25161	-51.5	-77.5	3	0.04	85	23	628.8	629.2	628.8
25	25419	-50.6	-76.9	3	0.04	95	22	638.4	638.8	638.4
24	25686	-49.7	-76.3	3	0.05	70	25	648.5	649	648.5
23	25965	-48.8	-75.7	3	0.06	80	26	659.2	659.8	659.2
22.7	26051	-48.5	-75.5	3	0.06	80	26	662.5	663.1	662.6
22	26259	-48.1	-75.2	3	0.06	80	26	669.5	670.2	669.6
21	26567	-47.6	-74.6	3	0.07	90	30	680.1	680.8	680.1
20.4	26759	-47.3	-74.3	3	0.08	96	26	686.7	687.5	686.8
20	26890	-47.1	-74.1	3	0.08	100	24	691.2	692.1	691.3
19	27230	-45.4	-73.3	3	0.1	95	25	706.6	707.6	706.6
18.8	27301	-45.1	-73.1	3	0.1	96	25	709.8	710.8	709.8
18	27591	-44.5	-72.5	3	0.12	100	25	720.5	721.8	720.6
17	27971	-45.1	-72.8	3	0.12	105	22	730.5	731.8	730.6
16	28375	-45.7	-73	3	0.12	100	26	741.3	742.6	741.3
15.1	28760	-46.3	-73.3	3	0.12	91	23	751.7	753	751.7
15	28805	-46.2	-73.2	3	0.13	90	23	753.3	754.7	753.4
14	29263	-45.6	-72.6	3	0.15	70	20	770.4	772	770.4
13.8	29358	-45.5	-72.5	3	0.15	71	23	774	775.7	774
13.6	29456	-45.5	-72.5	3	0.16	72	26	777.2	778.9	777.3
13	29756	-45	-72	3	0.17	75	35	788.9	790.8	788.9
12.8	29859	-44.9	-71.9	3	0.18	74	36	792.9	794.9	793
12.2	30180	-45.3	-71.3	4	0.21	71	37	802.4	804.8	802.5
12	30290	-45.4	-71.4	4	0.21	70	38	805.9	808.2	806
11.8	30401	-45.5	-71.5	4	0.21	73	39	809.4	811.8	809.5
11.2	30749	-44.5	-71.5	3	0.22	82	43	825.2	827.7	825.3
11	30870	-44.2	-71.2	3	0.23	85	44	830.5	833.2	830.6
10.4	31246	-43.3	-70.3	4	0.28	94	46	847.2	850.6	847.4
10	31510	-42.7	-69.7	4	0.32	100	48	859	862.9	859.2
9.9	31578	-42.3	-69.3	4	0.34	100	47	863	867.1	863.2
9	32226	-40.8	-67.8	4	0.46	95	38	892.6	898.4	892.9
8.3	32777	-39.5	-66.5	4	0.6	102	42	918.6	926.2	918.9
8.1	32944	-39.1	-66.1	4	0.65	104	43	926.6	934.9	927
8	33029	-39	-66	4	0.67	105	44	930.3	938.9	930.7
7.6	33381	-38.5	-65.5	4	0.75	107	42	946	955.8	946.5
7.4	33564	-38.5	-65.5	4	0.77	108	41	953.3	963.3	953.7
