pressure	height	temperature	dewpoint	rh	mixingratio	direction	sknt	thta	thte	thtv
1019	20	11.8	11.8	100	8.6	0	0	283.4	307.2	284.9
1000	179	18.2	15.1	82	10.9	245	17	291.4	322.4	293.3
967	468	21	10	49	8.03	262	20	297	320.6	298.4
937	740	19.2	7.2	46	6.84	278	22	297.8	318.2	299.1
925	851	18.4	7.4	49	7.03	285	23	298.1	319	299.4
918.2	914	17.9	7	49	6.87	280	23	298.2	318.6	299.4
885.8	1219	15.2	4.8	50	6.13	275	22	298.5	316.9	299.6
862	1451	13.2	3.2	51	5.62	264	18	298.8	315.7	299.8
854.5	1524	13.4	0.3	41	4.62	260	17	299.8	313.9	300.6
850	1569	13.6	-1.4	35	4.08	270	18	300.4	312.9	301.1
848	1589	13.4	-1.6	35	4.03	268	18	300.4	312.8	301.1
824	1829	12.6	-8.9	21	2.37	250	20	302	309.6	302.4
801	2066	11.8	-16.2	13	1.35	242	22	303.6	308.1	303.9
794.5	2134	11.6	-16.7	12	1.31	240	22	304.1	308.4	304.3
775	2341	10.8	-18.2	11	1.18	240	25	305.4	309.4	305.6
766	2438	10.7	-19.4	10	1.08	240	26	306.3	310	306.5
749	2624	10.4	-21.6	9	0.91	240	27	308	311.1	308.1
738.3	2743	9.5	-20.8	10	0.99	240	27	308.2	311.6	308.4
724	2904	8.2	-19.8	12	1.1	232	28	308.6	312.3	308.8
713	3030	7.6	-21.4	11	0.98	226	29	309.2	312.6	309.4
711.5	3048	7.5	-21.4	11	0.98	225	29	309.3	312.6	309.5
700	3181	6.4	-21.6	11	0.98	230	29	309.5	312.9	309.7
685.3	3353	5.2	-22.2	12	0.94	220	28	310	313.3	310.2
660.1	3658	3	-23.3	12	0.89	230	30	310.9	314	311.1
654	3733	2.4	-23.6	13	0.88	232	30	311.1	314.2	311.3
648	3808	2.4	-25.6	11	0.74	235	30	311.9	314.5	312.1
643	3870	2.6	-27.4	9	0.63	237	31	312.8	315.1	312.9
635.7	3962	2.2	-30.6	7	0.47	240	31	313.4	315.1	313.5
625	4099	1.6	-35.4	4	0.3	244	30	314.2	315.4	314.3
619	4177	2	-46	1	0.1	247	30	315.6	316	315.6
615	4229	1.8	-47.2	1	0.09	249	29	315.9	316.3	315.9
612.1	4267	1.5	-44.1	2	0.13	250	29	316	316.5	316.1
589.2	4572	-0.6	-19.1	23	1.45	260	35	317	322.1	317.3
588	4589	-0.7	-17.7	26	1.63	260	35	317.1	322.7	317.4
573	4794	-2.1	-22.1	20	1.14	260	38	317.8	321.8	318
567	4877	-2.7	-21.9	21	1.17	260	39	318	322.1	318.2
558	5004	-3.7	-21.7	23	1.21	258	40	318.3	322.6	318.6
545.5	5182	-4.9	-24.3	20	0.99	255	42	319	322.5	319.2
531	5393	-6.3	-27.3	17	0.77	258	48	319.8	322.6	319.9
524.7	5486	-7.1	-27.4	18	0.77	260	50	319.9	322.7	320.1
504.5	5791	-9.6	-27.9	21	0.77	260	48	320.5	323.3	320.6
502	5829	-9.9	-27.9	21	0.77	260	50	320.5	323.4	320.7
500	5860	-10.1	-26.1	26	0.91	260	52	320.7	324	320.8
484.9	6096	-12	-28.7	24	0.74	260	54	321.1	323.9	321.3
478	6206	-12.9	-29.9	23	0.67	262	52	321.4	323.8	321.5
465.9	6401	-14.5	-32.9	19	0.52	265	49	321.8	323.7	321.9
461	6481	-15.1	-34.1	18	0.47	265	50	321.9	323.7	322
447.4	6706	-16.9	-32.9	24	0.54	265	51	322.5	324.5	322.6
434	6935	-18.7	-31.7	31	0.62	269	48	323	325.3	323.1
418	7215	-20.7	-30.7	40	0.71	273	45	323.9	326.6	324
412.4	7315	-21.2	-32.1	37	0.63	275	44	324.5	326.9	324.6
400	7540	-22.3	-35.3	30	0.48	280	42	325.9	327.7	326
395.6	7620	-22.7	-36	29	0.45	280	42	326.4	328.1	326.5
386	7801	-23.7	-37.7	26	0.39	283	37	327.4	328.9	327.5
382	7877	-24.3	-37.3	29	0.41	284	35	327.6	329.2	327.7
379.5	7925	-24.6	-38	28	0.38	285	34	327.9	329.4	328
370	8109	-25.5	-40.5	23	0.3	291	37	329	330.2	329.1
363.8	8230	-26.6	-41	24	0.29	295	39	329.1	330.3	329.2
360	8306	-27.3	-41.3	25	0.29	293	40	329.2	330.3	329.2
348.7	8534	-29.2	-43.8	23	0.23	285	41	329.7	330.6	329.7
341	8694	-30.5	-45.5	22	0.19	285	39	330	330.8	330
334.1	8839	-31.7	-47.4	20	0.16	285	38	330.2	330.9	330.2
331	8904	-32.3	-48.3	19	0.15	286	38	330.3	330.9	330.4
319.8	9144	-34	-49.2	20	0.14	290	36	331.2	331.7	331.2
306	9453	-36.3	-50.3	22	0.13	290	37	332.2	332.7	332.2
300	9590	-36.9	-52.9	17	0.09	290	38	333.2	333.6	333.3
293	9754	-38	-56.3	13	0.06	290	41	334	334.2	334
291	9801	-38.3	-57.3	12	0.06	292	41	334.2	334.4	334.2
280.2	10058	-40.3	-55.5	18	0.07	300	39	334.9	335.2	334.9
267.9	10363	-42.7	-53.5	30	0.1	290	39	335.8	336.2	335.8
258	10619	-44.7	-51.7	45	0.13	298	37	336.4	337	336.5
256.1	10668	-45.1	-52.1	45	0.12	300	37	336.6	337.1	336.6
251	10803	-46.1	-53.1	45	0.11	300	38	337	337.5	337
250	10830	-46.3	-53.3	45	0.11	300	38	337.1	337.6	337.1
244.6	10973	-47.6	-54.1	47	0.1	300	37	337.3	337.7	337.3
233.3	11278	-50.3	-55.8	52	0.09	295	40	337.7	338.1	337.7
222.6	11582	-53.1	-57.5	58	0.07	295	39	338.1	338.4	338.1
221	11630	-53.5	-57.8	59	0.07	295	39	338.1	338.4	338.1
213	11864	-55.5	-60.3	55	0.05	295	39	338.6	338.8	338.6
212.2	11887	-55.6	-60.4	55	0.05	295	39	338.7	338.9	338.7
203	12167	-57.5	-61.3	62	0.05	295	52	340.1	340.3	340.1
202.2	12192	-57.7	-61.5	61	0.05	295	53	340.2	340.4	340.2
200	12260	-58.1	-62.1	60	0.04	290	54	340.6	340.8	340.6
199	12292	-58.5	-62.5	60	0.04	290	54	340.4	340.6	340.5
193	12484	-60.1	-63.5	64	0.04	290	54	340.9	341.1	340.9
192.6	12497	-60.2	-63.6	64	0.04	290	54	340.9	341.1	340.9
183.3	12802	-62.5	-65.2	70	0.03	295	59	341.9	342.1	341.9
182	12848	-62.9	-65.5	71	0.03	295	60	342.1	342.2	342.1
180	12916	-63.3	-66.2	68	0.03	295	61	342.5	342.7	342.5
174.5	13106	-64.2	-67.5	64	0.02	295	65	344	344.1	344
172	13195	-64.7	-68.1	63	0.02	296	65	344.7	344.8	344.7
169	13303	-64.3	-68	60	0.02	298	65	347.1	347.2	347.1
160	13637	-65.3	-69.8	54	0.02	304	65	350.9	351	350.9
157.9	13716	-65.5	-70.3	51	0.02	305	65	351.9	352	351.9
150.2	14021	-66.1	-72	43	0.02	300	68	355.9	356	355.9
150	14030	-66.1	-72.1	43	0.02	300	84	356	356.1	356
145	14234	-67	-73.4	40	0.01	305	87	357.9	358	357.9
142.8	14326	-67.4	-74	39	0.01	305	87	358.8	358.9	358.8
138	14532	-68.3	-75.3	36	0.01	310	75	360.7	360.8	360.7
137	14576	-68.3	-75.3	36	0.01	310	76	361.5	361.5	361.5
135.8	14630	-68.1	-75.2	35	0.01	310	77	362.8	362.9	362.8
129.1	14935	-66.7	-74.5	33	0.01	295	58	370.5	370.6	370.5
127	15032	-66.3	-74.3	32	0.01	293	59	373	373.1	373
122.7	15240	-66.5	-75.2	28	0.01	290	60	376.4	376.5	376.4
116.7	15545	-66.7	-76.5	24	0.01	300	63	381.5	381.5	381.5
116	15579	-66.7	-76.7	23	0.01	299	62	382	382.1	382.1
110.9	15850	-67.3	-78.7	18	0.01	295	57	385.8	385.9	385.8
105.4	16154	-68	-81	14	0.01	300	57	390.1	390.1	390.1
102	16352	-68.5	-82.5	12	0	300	58	392.9	392.9	392.9
100.2	16459	-69.2	-83.2	12	0	300	59	393.5	393.5	393.5
100	16470	-69.3	-83.3	12	0	310	45	393.6	393.6	393.6
97.5	16621	-70.3	-84.3	11	0	303	42	394.5	394.5	394.5
94.2	16826	-70.9	-83.9	13	0	294	39	397.2	397.2	397.2
91	17031	-71.6	-84.6	13	0	285	35	399.7	399.8	399.7
90.6	17057	-71.7	-84.7	13	0	285	35	400.1	400.1	400.1
89.5	17129	-71.7	-84.7	13	0	283	36	401.5	401.5	401.5
88	17229	-71	-84.9	11	0	280	37	404.8	404.8	404.8
87.8	17243	-70.9	-84.9	11	0	281	38	405.3	405.3	405.3
85.6	17394	-69.5	-82.5	14	0.01	288	47	411.1	411.1	411.1
85	17437	-69.1	-82.5	13	0.01	290	50	412.6	412.6	412.6
83	17581	-67.9	-82.5	11	0.01	295	48	417.9	417.9	417.9
80	17805	-66	-82.4	9	0.01	285	40	426.2	426.2	426.2
76	18116	-63.4	-82.3	6	0.01	320	25	437.9	438	437.9
75.8	18132	-63.3	-82.3	6	0.01	318	24	438.5	438.6	438.5
72	18447	-65	-86.6	4	0	280	13	441.5	441.5	441.5
70	18620	-65.9	-88.9	3	0	280	15	443.1	443.1	443.1
67	18885	-66.6	-90.4	2	0	255	19	447.2	447.2	447.2
66.4	18939	-66.7	-90.7	2	0	260	21	448.1	448.1	448.1
64.1	19152	-66.5	-91.5	2	0	279	29	453	453.1	453
64	19162	-66.5	-91.5	2	0	280	29	453.3	453.3	453.3
63	19258	-66.1	-91.3	2	0	275	31	456.1	456.1	456.1
62	19355	-65.8	-91.1	2	0	275	33	459	459	459
59	19656	-64.7	-90.6	2	0	290	22	468	468	468
58.5	19708	-64.5	-90.5	2	0	291	23	469.5	469.5	469.5
57	19867	-63.8	-89.8	2	0	295	25	474.6	474.6	474.6
55.5	20030	-63.1	-89.1	2	0	280	19	479.8	479.9	479.8
55	20086	-63.2	-89.1	2	0	275	17	480.9	480.9	480.9
52	20430	-63.7	-89	2	0	300	14	487.5	487.5	487.5
51	20549	-63.9	-88.9	2	0	265	8	489.8	489.8	489.8
50.8	20573	-63.9	-88.9	2	0	253	8	490.2	490.3	490.2
50	20670	-63.9	-88.9	2	0	205	9	492.5	492.5	492.5
46	21179	-64.5	-88.8	2	0	285	21	503	503.1	503
44.3	21409	-64.7	-88.7	2	0	289	17	507.9	507.9	507.9
44	21450	-64.8	-88.8	2	0	290	16	508.6	508.6	508.6
43.7	21492	-64.9	-88.9	2	0	284	15	509.4	509.4	509.4
42	21736	-63.8	-88.4	2	0	250	10	517.9	517.9	517.9
41	21884	-63.1	-88.1	2	0	185	13	523.1	523.2	523.1
39	22191	-61.7	-87.5	2	0	270	20	534.2	534.2	534.2
38.4	22286	-61.3	-87.3	2	0.01	273	17	537.7	537.7	537.7
38	22351	-60.9	-86.9	2	0.01	275	15	540.2	540.2	540.2
37	22517	-60	-86	2	0.01	270	12	546.7	546.8	546.7
36.9	22534	-59.9	-85.9	2	0.01	271	12	547.4	547.5	547.4
35	22863	-60.7	-85.7	2	0.01	300	11	553.6	553.7	553.7
34	23044	-59.8	-85.1	2	0.01	235	4	560.5	560.6	560.5
33	23231	-59	-84.5	2	0.01	205	8	567.6	567.7	567.7
32	23424	-58	-83.8	2	0.01	230	13	575.1	575.2	575.1
31.2	23582	-57.3	-83.3	2	0.01	230	9	581.3	581.4	581.3
31	23623	-57.3	-83.3	2	0.01	230	8	582.5	582.6	582.5
30	23830	-57.1	-83.1	2	0.01	235	16	588.4	588.5	588.4
29	24045	-57.1	-83.1	2	0.01	250	24	594.1	594.2	594.1
28.5	24155	-57.1	-83.1	2	0.01	261	22	597.1	597.2	597.1
27	24497	-56.8	-82.1	3	0.02	295	14	607.2	607.3	607.2
26.4	24640	-56.7	-81.7	3	0.02	274	16	611.4	611.6	611.4
26	24737	-56.2	-81.6	3	0.02	260	18	615.5	615.7	615.5
25	24987	-54.9	-81.3	2	0.02	260	11	626.2	626.4	626.2
24.4	25142	-54.1	-81.1	2	0.02	239	11	632.8	633	632.8
24	25248	-53.5	-80.5	2	0.03	225	11	637.5	637.7	637.5
23.7	25329	-53.1	-80.1	2	0.03	234	15	641	641.3	641
23	25522	-53.5	-80.2	2	0.03	255	25	645.5	645.8	645.5
22	25808	-54	-80.2	3	0.03	260	22	652.2	652.5	652.2
21.4	25986	-54.3	-80.3	3	0.03	239	20	656.4	656.7	656.4
21	26107	-54.1	-80.1	3	0.03	225	19	660.5	660.8	660.5
20	26420	-53.7	-79.7	3	0.04	230	22	671	671.4	671.1
19	26750	-53.1	-79.1	3	0.04	230	30	682.8	683.2	682.8
18	27097	-53.5	-79	3	0.04	235	31	692.1	692.5	692.1
17.2	27389	-53.9	-78.9	3	0.05	263	28	700	700.4	700
17	27464	-53.8	-78.8	3	0.05	270	27	702.5	703	702.5
16.1	27813	-53.5	-78.5	3	0.05	279	30	714.6	715.2	714.6
16	27853	-53.6	-78.6	3	0.05	280	30	715.4	716	715.4
15	28266	-55.1	-79.2	4	0.05	310	19	723.7	724.3	723.8
14.9	28308	-55.3	-79.3	4	0.05	310	19	724.6	725.1	724.6
14.4	28526	-55.7	-79.7	3	0.05	310	18	730.4	730.9	730.4
14	28705	-55.3	-79.6	3	0.05	310	18	737.7	738.2	737.7
13.1	29129	-54.3	-79.3	3	0.06	274	31	755.2	755.9	755.2
13	29178	-54.2	-79.2	3	0.06	270	33	757.2	757.9	757.2
12.9	29228	-54.1	-79.1	3	0.06	267	34	759.2	759.9	759.3
12	29689	-54.8	-79.2	3	0.06	235	39	772.7	773.4	772.7
11	30243	-55.6	-79.3	4	0.07	250	45	789.1	789.9	789.2
10	30850	-56.5	-79.5	4	0.07	250	41	807.6	808.5	807.6
9.8	30978	-56.5	-79.5	4	0.07	251	43	812.3	813.1	812.3
9.7	31043	-56.5	-79.5	4	0.07	251	44	814.6	815.5	814.7
9	31521	-54.4	-78.3	4	0.1	255	52	840.3	841.5	840.3
8.9	31592	-54.1	-78.1	4	0.1	255	52	844.2	845.4	844.2
8.6	31813	-52.5	-76.5	4	0.14	255	51	858.7	860.4	858.8
8.4	31965	-53.1	-77.1	4	0.13	255	51	862.1	863.7	862.2
