pressure	height	temperature	dewpoint	rh	mixingratio	direction	sknt	thta	thte	thtv
410.7	7315	-20.2	-34.3	27	0.51	335	18	326.1	328.1	326.2
400	7510	-21.3	-36.3	25	0.43	335	20	327.2	328.9	327.3
396	7584	-21.7	-37.7	22	0.38	335	20	327.6	329.1	327.7
394.1	7620	-22	-37.9	22	0.37	335	20	327.7	329.1	327.7
372	8041	-25.9	-39.9	26	0.32	338	23	328	329.2	328
363	8218	-27.3	-41.3	25	0.28	340	24	328.4	329.5	328.5
362.4	8230	-27.4	-41.3	25	0.28	340	24	328.4	329.6	328.5
353	8418	-28.9	-41.9	27	0.27	338	24	328.9	330	328.9
350	8479	-29.5	-42.5	27	0.26	338	24	328.9	329.9	328.9
341	8665	-30.9	-44.9	24	0.21	336	25	329.4	330.3	329.5
332.7	8839	-32.5	-45.9	25	0.19	335	25	329.5	330.3	329.5
329	8918	-33.3	-46.3	26	0.18	336	25	329.5	330.3	329.6
318.5	9144	-34.9	-47.2	28	0.17	340	24	330.3	331	330.4
315	9222	-35.5	-47.5	28	0.17	340	24	330.6	331.3	330.6
304.8	9449	-37	-50.3	24	0.13	340	23	331.6	332.1	331.6
300	9560	-37.7	-51.7	22	0.11	325	33	332.1	332.6	332.1
295	9675	-38.3	-52.3	22	0.1	325	33	332.9	333.3	332.9
291.6	9754	-39	-52.5	23	0.1	325	33	333	333.4	333
281	10007	-41.1	-53.1	26	0.1	329	28	333.5	333.9	333.5
278.9	10058	-41.4	-53.7	25	0.09	330	27	333.8	334.2	333.8
274	10177	-42.1	-55.1	23	0.08	332	27	334.5	334.8	334.5
266.5	10363	-43.5	-56	24	0.07	335	28	335.1	335.4	335.1
258	10581	-45.1	-57.1	25	0.07	339	27	335.8	336.1	335.9
254.6	10668	-45.6	-58	23	0.06	340	26	336.4	336.6	336.4
250	10790	-46.3	-59.3	21	0.05	330	25	337.1	337.3	337.1
248	10843	-46.7	-59.7	21	0.05	331	25	337.3	337.5	337.3
243.1	10973	-47.6	-60	23	0.05	335	25	337.9	338.1	337.9
232.1	11278	-49.7	-60.8	26	0.05	325	27	339.2	339.4	339.2
231	11309	-49.9	-60.9	26	0.05	325	27	339.3	339.5	339.3
221.5	11582	-51.6	-63.5	23	0.03	325	28	340.8	340.9	340.8
220	11626	-51.9	-63.9	22	0.03	325	30	341	341.2	341
215	11774	-52.3	-64.3	22	0.03	325	36	342.6	342.8	342.6
213	11835	-52.3	-64.3	22	0.03	325	38	343.6	343.7	343.6
211.3	11887	-52.3	-64.9	21	0.03	325	40	344.3	344.4	344.3
204	12113	-52.5	-67.5	15	0.02	321	47	347.5	347.6	347.5
201.5	12192	-53.1	-67.5	16	0.02	320	49	347.7	347.8	347.7
200	12240	-53.5	-67.5	17	0.02	320	54	347.9	348	347.9
194	12436	-54.5	-67.5	19	0.02	324	59	349.3	349.4	349.3
192	12502	-54.7	-67.7	19	0.02	325	61	350	350.1	350.1
185	12739	-55.3	-68.3	18	0.02	330	68	352.8	352.9	352.8
183.2	12802	-55.5	-69.4	16	0.02	330	67	353.5	353.6	353.5
183	12809	-55.5	-69.5	16	0.02	330	67	353.6	353.7	353.6
176	13057	-55.7	-71.7	12	0.01	330	68	357.2	357.3	357.2
174.7	13106	-55.8	-72	12	0.01	330	68	357.8	357.9	357.8
168	13353	-56.5	-73.5	10	0.01	330	57	360.7	360.7	360.7
166.5	13411	-56.5	-74.3	9	0.01	330	55	361.6	361.7	361.6
166	13429	-56.5	-74.5	9	0.01	330	55	361.9	361.9	361.9
158.6	13716	-57.2	-77.6	6	0.01	325	58	365.4	365.4	365.4
154	13904	-57.7	-79.7	4	0	328	60	367.7	367.7	367.7
151.2	14021	-57.7	-80.6	4	0	330	61	369.6	369.7	369.6
151	14028	-57.7	-80.7	4	0	331	60	369.8	369.8	369.8
150	14070	-57.7	-80.7	4	0	340	57	370.5	370.5	370.5
145	14284	-58.1	-82.1	3	0	340	56	373.4	373.4	373.4
144	14326	-58.1	-82.6	3	0	340	56	374	374.1	374
139	14549	-58.3	-85.3	2	0	342	50	377.6	377.6	377.6
133	14826	-59.1	-86.1	2	0	344	42	380.9	380.9	380.9
131	14921	-59.1	-86.1	2	0	345	39	382.6	382.6	382.6
130.7	14935	-59.1	-86.1	2	0	345	39	382.8	382.8	382.8
128	15066	-59.1	-86.1	2	0	343	38	385.1	385.1	385.1
124.5	15240	-58.8	-85.8	2	0	340	37	388.8	388.8	388.8
124	15265	-58.7	-85.7	2	0	339	37	389.4	389.4	389.4
118.6	15545	-59.1	-85.4	2	0	330	31	393.6	393.6	393.6
116	15683	-59.3	-85.3	2	0	325	30	395.7	395.8	395.7
112.9	15850	-59.7	-85.7	2	0	320	29	398	398	398
110	16015	-60.1	-86.1	2	0	317	30	400.3	400.3	400.3
109	16072	-60.1	-86.1	2	0	316	30	401.3	401.3	401.3
107.6	16154	-59.8	-85.8	2	0	315	30	403.4	403.4	403.4
107	16187	-59.7	-85.7	2	0	315	30	404.2	404.2	404.2
106	16246	-59.5	-85.5	2	0	315	31	405.7	405.7	405.7
102.5	16459	-59.8	-85.8	2	0	315	32	409.1	409.1	409.1
101	16548	-59.9	-85.9	2	0	324	31	410.6	410.6	410.6
100	16610	-59.9	-85.9	2	0	330	30	411.7	411.7	411.7
99.2	16660	-59.9	-85.9	2	0	330	30	412.7	412.7	412.7
97.6	16764	-59.6	-85.8	2	0	330	30	415.2	415.2	415.2
97	16801	-59.5	-85.7	2	0	320	23	416.1	416.1	416.1
95	16932	-59.1	-85.6	2	0	330	23	419.3	419.3	419.3
94	16999	-59	-85.5	2	0	335	28	420.9	420.9	420.9
91	17202	-58.4	-85.2	2	0	345	25	426	426	426
89.5	17307	-58.1	-85.1	2	0	343	22	428.6	428.6	428.6
88	17414	-57.6	-84.6	2	0	340	19	431.6	431.6	431.6
87.6	17442	-57.5	-84.5	2	0	342	18	432.4	432.4	432.4
87	17486	-57.6	-84.5	2	0	345	17	433.1	433.1	433.1
86	17559	-57.8	-84.5	2	0	325	14	434.1	434.1	434.1
84	17707	-58.1	-84.5	2	0	330	11	436.3	436.4	436.3
82	17859	-58.5	-84.5	2	0	320	12	438.6	438.6	438.6
81	17936	-58.7	-84.7	2	0	315	12	439.8	439.8	439.8
80	18015	-58.9	-84.8	2	0	320	9	441	441	441
79	18094	-59	-85	2	0	305	11	442.2	442.2	442.2
77.5	18214	-59.3	-85.3	2	0	305	16	444.1	444.1	444.1
77	18255	-59.4	-85.3	2	0	305	18	444.6	444.6	444.6
75	18419	-60	-85.3	2	0	310	11	446.7	446.7	446.7
74.1	18495	-60.3	-85.3	2	0	306	7	447.7	447.7	447.7
74	18503	-60.3	-85.3	2	0	305	6	447.8	447.8	447.8
72	18674	-60.9	-85.8	2	0	280	6	450.2	450.2	450.2
71.8	18692	-60.9	-85.9	2	0	283	6	450.5	450.5	450.5
70	18850	-59.9	-85.9	2	0	310	10	455.9	455.9	455.9
69	18940	-59.1	-85.1	2	0	340	13	459.5	459.5	459.5
68	19032	-58.3	-84.3	2	0	340	12	463.1	463.2	463.1
67	19125	-58.2	-84.2	2	0.01	5	6	465.4	465.4	465.4
66	19220	-58	-84	2	0.01	5	4	467.7	467.7	467.7
64	19414	-57.8	-83.8	2	0.01	340	10	472.4	472.5	472.4
63	19513	-57.6	-83.6	2	0.01	10	11	474.9	474.9	474.9
62.2	19594	-57.5	-83.5	2	0.01	30	12	476.9	476.9	476.9
62	19614	-57.5	-83.5	2	0.01	35	12	477.4	477.4	477.4
60	19822	-56.9	-82.9	2	0.01	10	6	483.1	483.1	483.1
58.4	19993	-56.5	-82.5	2	0.01	35	11	487.8	487.8	487.8
57	20147	-56.7	-82.7	2	0.01	58	15	490.7	490.8	490.7
56	20259	-56.7	-82.7	2	0.01	75	18	493.2	493.2	493.2
55.9	20270	-56.7	-82.7	2	0.01	76	18	493.4	493.5	493.4
54	20490	-56.2	-82.2	2	0.01	95	16	499.5	499.6	499.5
52.9	20620	-55.9	-81.9	3	0.01	84	12	503.1	503.2	503.1
52	20730	-55.5	-81.5	3	0.01	75	9	506.6	506.6	506.6
50.7	20891	-54.9	-80.9	3	0.01	101	18	511.6	511.7	511.6
50	20980	-55.1	-81.1	3	0.01	115	23	513.2	513.3	513.2
49	21109	-55.4	-81.4	3	0.01	125	24	515.5	515.6	515.5
48.5	21174	-55.5	-81.5	3	0.01	132	22	516.7	516.8	516.7
48	21240	-55.3	-81.3	3	0.01	140	19	518.7	518.8	518.7
47	21375	-55	-81	3	0.01	75	4	522.7	522.8	522.7
46	21512	-54.6	-80.6	3	0.01	35	9	526.8	527	526.9
45.3	21610	-54.3	-80.3	3	0.01	54	11	529.8	529.9	529.8
44.7	21695	-54.5	-80.5	3	0.01	70	12	531.3	531.5	531.4
44	21796	-54.7	-80.7	3	0.01	90	14	533.3	533.4	533.3
43.9	21810	-54.7	-80.7	3	0.01	88	14	533.6	533.7	533.6
43	21943	-54.4	-80.4	3	0.01	65	12	537.6	537.7	537.6
42.3	22048	-54.1	-80.1	3	0.02	82	15	540.8	540.9	540.8
42	22094	-54.1	-80.1	3	0.02	90	17	541.9	542.1	541.9
41	22248	-54	-80	3	0.02	110	14	545.9	546	545.9
40	22406	-53.9	-79.9	3	0.02	105	9	549.9	550.1	549.9
39	22569	-53.8	-79.8	3	0.02	60	17	554.1	554.3	554.1
37.3	22854	-53.7	-79.7	3	0.02	90	23	561.6	561.8	561.6
37	22906	-53.7	-79.7	3	0.02	95	24	562.8	562.9	562.8
35.8	23118	-53.9	-79.9	3	0.02	101	19	567.7	567.9	567.7
35.5	23172	-53.9	-79.9	3	0.02	102	17	569.1	569.2	569.1
35	23263	-53.8	-79.8	3	0.02	105	15	571.5	571.7	571.5
34	23449	-53.7	-79.7	3	0.02	98	18	576.6	576.8	576.7
33.7	23505	-53.7	-79.7	3	0.02	95	19	578.1	578.3	578.1
33	23640	-54	-79.6	3	0.02	90	21	580.7	580.9	580.7
32	23837	-54.5	-79.5	3	0.02	100	18	584.6	584.8	584.6
31.7	23897	-54.7	-79.7	3	0.02	97	17	585.6	585.8	585.6
31	24040	-54.4	-79.8	3	0.02	90	16	590.2	590.5	590.3
30	24250	-53.9	-79.9	3	0.02	100	18	597.1	597.3	597.1
29	24468	-53.2	-79.2	3	0.03	75	20	604.7	605	604.7
28	24694	-52.5	-78.5	3	0.03	85	20	612.7	613	612.7
27	24929	-51.9	-77.8	3	0.03	75	22	621.1	621.4	621.1
26.8	24977	-51.7	-77.7	3	0.04	76	23	622.9	623.2	622.9
26	25173	-51.4	-77.4	3	0.04	80	29	629.2	629.5	629.2
25.3	25350	-51.1	-77.1	3	0.04	87	27	634.9	635.3	634.9
25	25427	-51.1	-77.1	3	0.04	90	26	637.1	637.5	637.1
24.6	25532	-51.1	-77.1	3	0.04	86	25	640	640.4	640
24	25694	-50.5	-76.7	3	0.05	80	23	646.2	646.6	646.2
23	25972	-49.6	-76	3	0.05	80	25	657	657.5	657
22	26262	-48.5	-75.3	3	0.06	80	32	668.4	669	668.4
21.4	26443	-47.9	-74.9	3	0.07	74	31	675.6	676.3	675.6
21	26568	-47.6	-74.6	3	0.07	70	31	680.3	681	680.3
20	26890	-46.7	-73.7	3	0.09	100	42	692.5	693.3	692.5
19.5	27058	-46.5	-73.5	3	0.09	102	37	698.1	699	698.1
19	27230	-46.1	-73.1	3	0.1	105	32	704.5	705.5	704.5
18.2	27516	-45.5	-72.5	3	0.12	101	31	715.1	716.3	715.2
18	27590	-45.6	-72.6	3	0.12	100	31	717	718.2	717.1
17	27969	-46.2	-73.2	3	0.11	95	34	726.8	728	726.9
16.6	28128	-46.5	-73.5	3	0.11	99	33	731	732.1	731
16	28372	-46.2	-73.2	3	0.12	105	31	739.8	741.1	739.9
15	28801	-45.5	-72.5	3	0.14	105	28	755.6	757.1	755.6
14.6	28981	-45.3	-72.3	3	0.15	101	26	762.3	763.9	762.4
14	29262	-44.6	-71.9	3	0.17	95	23	773.9	775.8	774
13	29759	-43.3	-71.1	3	0.2	100	32	794.9	797.1	795
12.7	29915	-42.9	-70.9	3	0.21	96	33	801.6	804	801.7
12	30298	-42.4	-70.4	3	0.24	85	34	816.5	819.2	816.6
11.6	30526	-42.1	-70.1	3	0.26	89	36	825.5	828.5	825.6
11.4	30644	-42.1	-70.1	3	0.26	91	38	829.6	832.7	829.8
11.2	30764	-42.1	-70.1	3	0.27	93	39	833.8	837	834
11	30885	-42.2	-69.8	3	0.28	95	40	837.9	841.2	838
10.6	31136	-42.3	-69.3	4	0.32	97	38	846.3	850.1	846.5
10	31530	-41.3	-69.3	3	0.34	100	36	864.2	868.3	864.4
9.4	31953	-40.1	-69.1	3	0.37	103	32	884.2	888.8	884.4
9	32252	-39.9	-68.8	3	0.4	105	29	896.1	901.1	896.3
8	33062	-39.3	-67.8	3	0.52	90	26	929	935.7	929.2
7	33980	-38.7	-66.7	4	0.69	85	33	967.7	976.9	968.1
