pressure	height	temperature	dewpoint	rh	mixingratio	direction	sknt	thta	thte	thtv
664	3595	4.3	-5.3	50	3.9	290	25	311.8	324.4	312.6
659	3657	3.8	-6.2	48	3.67	290	24	312	323.9	312.7
655	3706	3.5	-5.5	52	3.88	290	23	312.2	324.7	312.9
647	3806	2.8	-4.2	60	4.35	290	24	312.5	326.5	313.3
639	3907	2.2	-4.8	60	4.2	290	25	312.9	326.5	313.7
637	3932	2	-5	60	4.16	291	25	313	326.4	313.8
631	4008	1.4	-5.1	62	4.17	295	23	313.1	326.6	313.9
626	4072	0.8	-5.2	64	4.17	295	22	313.2	326.7	314
619	4163	0.6	-7.4	55	3.56	295	21	314	325.6	314.6
616	4202	0.5	-7.8	53	3.46	295	20	314.3	325.6	315
611	4267	0.4	-8.6	51	3.28	295	20	314.9	325.7	315.5
608	4307	0.2	-8.5	52	3.33	295	20	315.1	326	315.7
602	4386	-0.3	-8.3	55	3.41	292	20	315.4	326.7	316.1
601	4399	-0.5	-8.5	55	3.37	292	20	315.3	326.4	316
593	4507	-0.7	-8.7	55	3.36	288	19	316.3	327.4	317
588	4574	-1.2	-9.2	55	3.27	285	19	316.6	327.4	317.2
581	4670	-1.8	-9.8	54	3.14	285	18	316.9	327.4	317.5
580	4683	-1.9	-9.9	54	3.12	284	18	316.9	327.3	317.5
574	4766	-2.6	-10.3	55	3.05	275	19	317.1	327.3	317.7
555	5032	-4.7	-11.7	58	2.83	279	22	317.6	327.1	318.2
552	5075	-4.9	-12	57	2.77	280	22	317.9	327.2	318.4
545	5175	-5.3	-12.8	56	2.64	280	25	318.6	327.5	319.1
539	5262	-5.7	-13.4	54	2.53	275	25	319.2	327.7	319.6
535	5320	-5.9	-13.9	53	2.45	277	24	319.5	327.9	320
528	5424	-6.1	-16.1	45	2.07	279	23	320.5	327.7	320.9
527	5438	-6.3	-16.3	45	2.04	280	23	320.4	327.5	320.8
526	5453	-6.2	-17	42	1.92	280	23	320.7	327.4	321.1
516	5604	-5.5	-24.5	21	1.02	280	16	323.4	327.1	323.6
514	5634	-5.5	-23.5	23	1.13	280	15	323.7	327.8	323.9
512	5665	-5.7	-23.7	23	1.11	280	14	323.8	327.9	324
508	5726	-6.1	-25.1	21	0.99	280	11	324.1	327.7	324.3
504	5788	-6.5	-26.5	19	0.88	280	12	324.3	327.5	324.5
502	5819	-6.7	-26.2	20	0.9	280	12	324.4	327.8	324.6
500	5850	-6.9	-25.9	20	0.93	280	12	324.6	328	324.8
484	6101	-9.3	-23.3	31	1.22	270	15	324.6	329	324.9
472	6294	-10.6	-26.7	25	0.92	280	11	325.4	328.8	325.6
467	6376	-11.1	-28.1	23	0.81	268	10	325.7	328.8	325.9
466	6392	-11.2	-27.9	24	0.83	265	10	325.8	328.9	325.9
460	6491	-12	-26.6	29	0.95	265	12	326	329.5	326.2
454	6590	-12.8	-25.3	34	1.08	260	14	326.3	330.2	326.5
448	6691	-13.6	-24	41	1.24	265	15	326.5	331	326.8
444	6760	-14.1	-23.1	46	1.35	269	13	326.7	331.6	326.9
437	6879	-15	-23.2	50	1.36	275	9	327	332	327.3
432	6966	-15.6	-23.2	52	1.37	285	9	327.3	332.3	327.6
427	7053	-16.3	-23.3	55	1.38	265	10	327.6	332.5	327.8
422	7142	-16.8	-24.8	50	1.22	270	11	328	332.5	328.3
418	7213	-17.2	-26	46	1.1	285	10	328.4	332.5	328.6
417	7231	-17.3	-26.3	45	1.08	286	10	328.5	332.5	328.7
400	7540	-19.5	-25.5	59	1.21	305	8	329.6	334	329.8
385	7822	-21.8	-26.2	67	1.18	330	6	330.2	334.5	330.4
381	7899	-22.4	-26.4	70	1.17	335	7	330.4	334.7	330.6
374	8036	-23.5	-26.7	75	1.16	328	8	330.6	334.9	330.9
367	8174	-24.5	-28.5	69	1	321	9	331.1	334.8	331.3
358	8354	-26.1	-29.4	74	0.94	311	10	331.3	334.9	331.5
357	8375	-26.3	-29.7	73	0.92	310	10	331.3	334.8	331.5
355	8415	-26.7	-30.2	72	0.88	312	10	331.3	334.6	331.5
348	8558	-27.9	-30.9	76	0.84	320	11	331.5	334.7	331.7
340	8725	-29.4	-31.7	80	0.8	335	8	331.8	334.8	331.9
335	8831	-30.3	-32.2	84	0.77	335	6	331.9	334.8	332.1
334	8853	-30.5	-32.3	84	0.77	336	6	331.9	334.9	332.1
332	8895	-30.7	-32.7	83	0.74	339	5	332.2	335.1	332.4
331	8917	-30.8	-33.9	74	0.66	340	4	332.4	334.9	332.5
327	9003	-31.2	-38.9	47	0.41	280	3	332.9	334.6	333
322	9112	-31.8	-45.1	26	0.21	245	4	333.6	334.5	333.7
313	9312	-32.8	-56.6	7	0.06	310	11	335	335.2	335
312	9335	-32.9	-57.9	6	0.05	305	10	335.1	335.3	335.1
310	9380	-33.1	-56.9	7	0.06	295	9	335.4	335.6	335.4
307	9448	-33.5	-55.5	9	0.07	301	10	335.8	336.1	335.8
302	9564	-34.3	-57.3	8	0.05	311	13	336.3	336.5	336.3
300	9610	-34.5	-56.5	9	0.06	315	14	336.6	336.9	336.6
294	9751	-35.4	-54.6	12	0.08	325	14	337.3	337.6	337.3
290	9846	-36	-53.4	15	0.09	330	13	337.8	338.2	337.8
286	9943	-36.6	-52.1	19	0.11	325	13	338.2	338.7	338.2
283	10017	-37.1	-51.1	22	0.12	320	15	338.6	339.1	338.6
270	10342	-38.9	-56.9	13	0.06	297	24	340.5	340.8	340.5
267	10419	-38.9	-62.9	6	0.03	292	26	341.6	341.8	341.6
266	10445	-39	-62.6	6	0.03	290	27	341.8	342	341.8
262	10549	-39.4	-61.5	8	0.04	295	27	342.7	342.9	342.7
252	10816	-40.5	-58.5	13	0.06	304	19	344.9	345.2	344.9
251	10843	-40.7	-58.7	13	0.06	305	18	345	345.3	345
250	10870	-40.9	-58.9	13	0.05	305	18	345.1	345.4	345.1
248	10924	-41.1	-59.1	13	0.05	305	19	345.6	345.8	345.6
243	11062	-41.7	-59.7	12	0.05	298	20	346.7	347	346.8
241	11118	-41.4	-61.4	10	0.04	295	20	347.9	348.1	348
237	11232	-40.9	-64.9	6	0.03	291	21	350.4	350.6	350.4
231	11406	-41.3	-67.3	4	0.02	285	23	352.4	352.5	352.4
227	11523	-42	-68.5	4	0.02	290	24	353.1	353.2	353.1
218	11793	-43.6	-71.2	3	0.01	305	25	354.7	354.7	354.7
215	11886	-44.2	-72.2	3	0.01	305	26	355.2	355.3	355.2
206	12172	-45.9	-75.1	2	0.01	295	20	356.9	356.9	356.9
200	12370	-47.1	-77.1	2	0.01	285	23	358	358.1	358
191	12673	-48.4	-78.4	2	0	270	29	360.7	360.7	360.7
189	12742	-48.7	-78.7	2	0	266	28	361.3	361.3	361.3
186	12847	-48.5	-78.5	2	0	259	26	363.3	363.3	363.3
185	12883	-48.5	-78.5	2	0	257	25	363.8	363.8	363.8
182	12990	-49.1	-78.8	2	0	250	23	364.6	364.6	364.6
175	13246	-50.5	-79.5	2	0	237	26	366.4	366.4	366.4
174	13283	-50.9	-79.8	2	0	235	26	366.4	366.4	366.4
171	13396	-51.9	-80.9	2	0	239	25	366.5	366.5	366.5
170	13434	-52.2	-80.9	2	0	240	25	366.5	366.5	366.5
168	13510	-52.9	-80.9	2	0	242	26	366.6	366.7	366.6
166	13587	-53.3	-81.3	2	0	245	26	367.2	367.3	367.2
157	13943	-56.5	-83.5	2	0	256	29	367.7	367.7	367.7
150	14230	-59.1	-85.1	2	0	265	32	368.1	368.1	368.1
147	14356	-60.3	-84.6	3	0	270	34	368.1	368.1	368.1
143	14528	-61.9	-83.9	4	0	270	35	368.2	368.2	368.2
142	14571	-62	-84.2	4	0	270	35	368.8	368.8	368.8
138	14747	-62.5	-85.5	3	0	280	33	370.9	371	370.9
137	14792	-62.7	-85.7	3	0	282	32	371.4	371.4	371.4
136	14837	-62.5	-85.5	3	0	284	30	372.5	372.5	372.5
131	15069	-61.9	-82.9	5	0	293	23	377.6	377.6	377.6
130	15116	-61.7	-82.7	5	0	295	22	378.8	378.8	378.8
125	15358	-62.7	-83.7	4	0	271	17	381.2	381.2	381.2
120	15609	-63.5	-84.5	4	0	245	11	384.2	384.2	384.2
119	15661	-63.7	-84.7	4	0	240	10	384.8	384.8	384.8
117	15765	-64.1	-85.1	4	0	250	12	385.9	385.9	385.9
116	15817	-64.1	-85.6	4	0	255	13	386.9	386.9	386.9
115	15870	-64.1	-86.1	4	0	251	13	387.8	387.8	387.8
112	16033	-63.5	-86.6	3	0	240	12	391.9	391.9	391.9
111	16088	-63.3	-86.8	3	0	250	14	393.2	393.2	393.2
107	16313	-62.5	-87.5	2	0	300	9	398.9	398.9	398.9
106	16371	-62.5	-87.5	2	0	295	5	400	400	400
102	16608	-62.9	-87.9	2	0	265	11	403.6	403.6	403.6
100	16730	-62.7	-87.7	2	0	295	12	406.3	406.3	406.3
98.2	16842	-62.1	-88.1	2	0	319	9	409.6	409.6	409.6
97	16919	-62	-87.4	2	0	335	7	411.3	411.3	411.3
96.2	16970	-61.9	-86.9	2	0	35	7	412.4	412.4	412.4
96	16983	-61.9	-86.9	2	0	50	7	412.6	412.6	412.6
93	17179	-62.1	-87.1	2	0	120	5	416	416.1	416
90	17382	-62.3	-87.3	2	0	165	6	419.6	419.6	419.6
88	17522	-62.4	-87.4	2	0	130	4	422	422.1	422
87	17592	-62.5	-87.5	2	0	110	5	423.3	423.3	423.3
86.4	17635	-62.5	-87.5	2	0	116	5	424.1	424.1	424.1
84	17810	-62.1	-87.2	2	0	140	3	428.2	428.2	428.2
81	18035	-61.7	-86.7	2	0	95	4	433.6	433.6	433.6
79.7	18135	-61.5	-86.5	2	0	123	3	436	436	436
78	18269	-61.7	-86.7	2	0	160	2	438.3	438.3	438.3
77	18349	-61.8	-86.8	2	0	30	1	439.6	439.6	439.6
76.5	18390	-61.9	-86.9	2	0	13	2	440.3	440.3	440.3
76	18430	-62	-87	2	0	355	4	441	441	441
74.1	18587	-62.3	-87.3	2	0	9	5	443.5	443.5	443.5
74	18596	-62.3	-87.3	2	0	10	5	443.7	443.7	443.7
73	18680	-62.2	-87.2	2	0	0	2	445.6	445.6	445.6
72.1	18757	-62.1	-87.1	2	0	7	5	447.4	447.4	447.4
71	18852	-61.8	-86.8	2	0	15	9	450	450.1	450
70	18940	-61.5	-86.5	2	0	25	10	452.5	452.5	452.5
68.6	19065	-61.3	-86.3	2	0	39	11	455.5	455.5	455.5
68	19119	-61.3	-86.3	2	0	45	11	456.8	456.8	456.8
67	19211	-61.2	-86.2	2	0	50	8	458.8	458.9	458.8
66	19304	-61.1	-86.1	2	0	45	9	460.9	461	460.9
63	19591	-60.9	-85.9	2	0	85	14	467.6	467.6	467.6
62.7	19621	-60.9	-85.9	2	0	88	13	468.3	468.3	468.3
62.5	19641	-60.9	-85.9	2	0	90	13	468.7	468.7	468.7
61.3	19761	-61.1	-86.1	2	0	102	11	470.9	470.9	470.9
61	19791	-61	-86	2	0	105	10	471.7	471.8	471.7
59	19997	-60.3	-85.3	2	0	100	15	477.8	477.9	477.8
58	20104	-59.9	-84.9	2	0.01	105	18	481	481	481
57.4	20168	-59.7	-84.7	3	0.01	102	16	482.9	483	482.9
57	20212	-59.8	-84.8	3	0.01	100	15	483.8	483.8	483.8
56.1	20311	-59.9	-84.9	2	0.01	107	11	485.7	485.7	485.7
55	20435	-59.6	-84.6	3	0.01	115	7	489.2	489.2	489.2
54	20549	-59.2	-84.2	3	0.01	65	6	492.5	492.6	492.5
53	20666	-58.9	-83.9	3	0.01	55	11	495.9	495.9	495.9
51	20906	-58.2	-83.2	3	0.01	95	18	502.9	503	502.9
50	21030	-57.9	-82.9	3	0.01	100	18	506.6	506.7	506.6
48	21288	-57.5	-82.5	3	0.01	70	20	513.4	513.5	513.4
47.8	21314	-57.5	-82.5	3	0.01	72	20	514.1	514.2	514.1
47	21421	-57.5	-82.5	3	0.01	80	22	516.7	516.8	516.7
46	21557	-57.4	-82.4	3	0.01	90	18	520.1	520.1	520.1
45	21696	-57.3	-82.3	3	0.01	85	22	523.5	523.6	523.5
44.9	21710	-57.3	-82.3	3	0.01	85	22	523.9	524	523.9
44	21838	-56.9	-82.8	2	0.01	90	25	527.8	527.9	527.8
43.9	21852	-56.9	-82.9	2	0.01	90	25	528.2	528.3	528.2
43	21983	-56.7	-81.8	3	0.01	95	24	531.8	531.9	531.8
42.9	21998	-56.7	-81.7	3	0.01	95	23	532.2	532.3	532.2
42	22133	-56.5	-82	3	0.01	90	18	535.9	536	535.9
41	22286	-56.3	-82.2	2	0.01	90	22	540	540.1	540
40.8	22317	-56.3	-82.3	2	0.01	92	23	540.9	541	540.9
40.5	22364	-56.1	-82.1	2	0.01	95	25	542.5	542.6	542.5
40	22443	-56.1	-82	3	0.01	100	28	544.4	544.5	544.4
39	22604	-56.2	-81.8	3	0.01	100	26	548.2	548.3	548.2
38	22769	-56.2	-81.5	3	0.01	105	24	552.1	552.2	552.1
37.1	22921	-56.3	-81.3	3	0.01	96	20	555.8	555.9	555.8
37	22938	-56.3	-81.3	3	0.01	95	19	556.3	556.4	556.3
36	23112	-56.1	-81.1	3	0.02	95	16	561.1	561.2	561.1
35	23292	-55.6	-80.8	3	0.02	80	21	566.9	567	566.9
34	23478	-55.1	-80.6	3	0.02	85	20	572.9	573.1	573
33	23668	-54.6	-80.3	3	0.02	75	25	579.2	579.4	579.2
32	23865	-54.1	-80	3	0.02	80	27	585.8	585.9	585.8
31.7	23925	-53.9	-79.9	3	0.02	79	28	587.8	588	587.8
31	24069	-53.6	-79.6	3	0.02	75	29	592.4	592.6	592.4
30	24280	-53.1	-79.1	3	0.03	95	33	599.3	599.5	599.3
29	24499	-53.1	-79.1	3	0.03	80	25	605.1	605.4	605.1
28.8	24544	-53.1	-79.1	3	0.03	81	26	606.3	606.5	606.3
27	24962	-52.5	-78.5	3	0.03	95	36	619.2	619.5	619.2
26	25206	-52.2	-78.2	3	0.03	85	30	626.9	627.2	626.9
25	25461	-51.8	-77.8	3	0.04	75	32	635	635.3	635
24.1	25698	-51.5	-77.5	3	0.04	84	35	642.6	643	642.6
24	25725	-51.5	-77.5	3	0.04	85	35	643.3	643.7	643.3
23	26002	-51.8	-77.8	3	0.04	85	40	650.3	650.6	650.3
22.8	26058	-51.9	-77.9	3	0.04	89	39	651.7	652.1	651.7
22.2	26231	-52.1	-78.1	3	0.04	101	38	656.1	656.5	656.1
22	26290	-52	-78	3	0.04	105	37	658	658.4	658
21.6	26409	-51.9	-77.9	3	0.04	97	35	661.8	662.3	661.9
21	26593	-51.5	-77.5	3	0.05	85	31	668.3	668.8	668.3
20	26910	-50.9	-76.9	3	0.05	80	29	679.6	680.2	679.6
19	27244	-50.1	-76.1	3	0.07	65	33	692.1	692.8	692.2
18.1	27560	-49.5	-75.5	3	0.07	78	38	703.7	704.4	703.7
18	27596	-49.5	-75.5	3	0.08	80	39	704.8	705.6	704.8
17.8	27669	-49.5	-75.5	3	0.08	81	40	707	707.8	707.1
17	27970	-49.1	-75.1	3	0.08	85	44	717.6	718.5	717.7
16.2	28286	-48.7	-74.7	3	0.09	93	36	728.9	729.9	729
16	28368	-48.4	-74.5	3	0.1	95	34	732.6	733.6	732.7
14.6	28972	-45.9	-72.9	3	0.14	81	43	760.3	761.8	760.4
14	29251	-45	-72	3	0.16	75	47	772.3	774.1	772.4
13.9	29299	-44.9	-71.9	3	0.17	77	47	774.4	776.2	774.5
13	29745	-45.4	-71.8	4	0.18	95	47	787.8	789.8	787.8
12.4	30059	-45.7	-71.7	4	0.19	95	43	797.3	799.5	797.4
12	30277	-45.6	-71.6	4	0.2	95	40	805.1	807.4	805.2
11.4	30618	-45.5	-71.5	4	0.22	98	44	817.4	819.9	817.5
11	30856	-45.7	-71.7	4	0.22	100	47	825.2	827.8	825.3
10.9	30916	-45.7	-71.7	4	0.22	100	46	827.2	829.8	827.3
10.7	31039	-45.7	-71.7	4	0.22	99	45	831.6	834.2	831.7
10	31490	-44.7	-71.7	3	0.24	95	41	851.6	854.4	851.7
9.8	31625	-44.3	-71.3	3	0.26	92	42	858	861.1	858.1
9	32197	-43.4	-70.4	3	0.32	80	48	882.4	886.4	882.6
8.7	32425	-43.1	-70.1	4	0.35	80	47	892.3	896.7	892.5
8.4	32662	-42.5	-69.5	4	0.39	80	46	903.7	908.6	903.9
