pressure	height	temperature	dewpoint	rh	mixingratio	direction	sknt	thta	thte	thtv
373	8157	-17.1	-24.1	55	1.47	242	36	339.4	344.9	339.7
364	8339	-18.5	-24.5	59	1.45	243	35	339.9	345.4	340.2
354.6	8534	-20.1	-24.9	65	1.44	245	34	340.4	345.8	340.7
339	8865	-22.7	-25.5	78	1.43	240	37	341.1	346.6	341.4
336	8930	-23.1	-25.9	78	1.39	239	38	341.5	346.8	341.8
331	9040	-23.7	-28.5	65	1.11	237	39	342.1	346.4	342.4
326.3	9144	-24.5	-28.5	70	1.13	235	40	342.4	346.8	342.6
316	9377	-26.3	-28.4	82	1.17	235	37	343.1	347.6	343.3
312.9	9449	-26.8	-31	68	0.93	235	36	343.3	347	343.5
310	9515	-27.3	-33.3	57	0.75	235	36	343.6	346.5	343.7
305	9632	-28.1	-29.8	85	1.06	235	35	344	348.2	344.2
303	9679	-28.5	-30.6	82	0.99	235	34	344.1	348	344.3
300	9750	-28.9	-30.8	84	0.98	235	34	344.5	348.4	344.7
299.8	9754	-28.9	-30.8	84	0.98	230	36	344.5	348.4	344.7
298	9798	-29.3	-31.2	84	0.95	230	35	344.6	348.4	344.8
287.3	10058	-31	-37.6	52	0.52	230	31	345.8	347.9	345.9
282	10190	-31.9	-40.9	41	0.38	229	31	346.4	348	346.4
279	10266	-32.3	-39.3	50	0.46	228	32	346.9	348.7	346.9
277	10316	-32.5	-39.5	50	0.45	228	32	347.3	349.1	347.4
271	10470	-33.9	-38.1	66	0.53	227	32	347.4	349.6	347.5
266	10601	-34.9	-39.9	60	0.45	226	33	347.8	349.7	347.9
264	10653	-35.3	-40.2	61	0.44	225	33	348	349.8	348.1
263.4	10668	-35.4	-40.5	60	0.43	225	33	348	349.8	348.1
256	10867	-37.3	-44.3	48	0.29	228	35	348.1	349.4	348.2
252.1	10973	-38.2	-43.5	58	0.33	230	36	348.3	349.7	348.4
250	11030	-38.7	-43	64	0.34	230	35	348.4	349.8	348.5
242	11252	-40.7	-44	70	0.32	232	35	348.6	350	348.7
240	11308	-41.1	-44.6	69	0.3	233	35	348.9	350.1	348.9
238	11365	-41.7	-45	70	0.29	233	34	348.8	350	348.9
231	11566	-43.3	-47.8	61	0.22	235	34	349.4	350.3	349.4
230.5	11582	-43.4	-47.9	61	0.22	235	34	349.4	350.3	349.4
227	11683	-44.3	-48.5	63	0.21	237	33	349.6	350.5	349.6
221	11862	-45.5	-51.5	51	0.15	240	31	350.4	351.1	350.4
220.2	11887	-45.7	-51.8	50	0.15	240	31	350.5	351.2	350.6
214	12076	-46.9	-53.9	45	0.12	237	30	351.5	352	351.5
210.2	12192	-47.7	-55.5	40	0.1	235	30	351.9	352.4	352
200.7	12497	-49.9	-59.8	30	0.06	240	38	353.2	353.5	353.2
200	12520	-50.1	-60.1	30	0.06	235	33	353.3	353.5	353.3
198	12586	-50.7	-60.7	30	0.05	235	33	353.3	353.6	353.4
195	12685	-51.7	-60.7	33	0.06	235	33	353.3	353.5	353.3
191.5	12802	-52.6	-61.6	33	0.05	235	33	353.7	353.9	353.7
191	12820	-52.7	-61.7	33	0.05	235	33	353.8	354	353.8
184	13061	-54.9	-61.9	42	0.05	239	34	354	354.2	354
182.7	13106	-55.2	-62.7	39	0.05	240	34	354.2	354.4	354.2
181	13166	-55.7	-63.7	36	0.04	238	34	354.4	354.6	354.4
178	13273	-56.9	-63.9	41	0.04	235	33	354.1	354.3	354.1
174.2	13411	-58.1	-65.1	40	0.03	230	32	354.3	354.5	354.4
171	13527	-59.1	-66.1	40	0.03	230	32	354.5	354.7	354.5
167	13675	-60.3	-67.3	39	0.03	230	33	354.9	355.1	354.9
165.9	13716	-60.6	-67.3	41	0.03	230	33	355	355.2	355.1
160	13942	-62.5	-67.2	53	0.03	230	34	355.6	355.7	355.6
158	14021	-62.9	-67.9	51	0.03	230	35	356.2	356.3	356.2
155	14138	-63.5	-68.3	52	0.03	232	35	357.1	357.3	357.1
150.3	14326	-64.1	-70	44	0.02	235	36	359.3	359.4	359.3
150	14340	-64.1	-70.1	44	0.02	230	36	359.5	359.6	359.5
149	14381	-64.3	-70.3	44	0.02	231	36	359.8	359.9	359.8
143	14630	-66.1	-70.8	52	0.02	235	36	360.9	361	360.9
137	14888	-68.1	-75.1	36	0.01	235	36	361.8	361.9	361.8
135	14976	-68.1	-74.1	42	0.01	235	36	363.4	363.4	363.4
130	15202	-69.1	-76.1	36	0.01	235	36	365.5	365.6	365.5
129.2	15240	-69.1	-76.1	36	0.01	230	37	366.2	366.2	366.2
128	15294	-69.1	-76.1	36	0.01	231	37	367.1	367.2	367.1
122.7	15545	-68	-76.8	28	0.01	235	36	373.5	373.5	373.5
122	15581	-67.9	-76.9	27	0.01	239	34	374.4	374.4	374.4
116.6	15850	-68.7	-77.7	26	0.01	265	19	377.8	377.9	377.8
115	15935	-68.9	-77.9	26	0.01	257	18	378.9	378.9	378.9
111	16146	-69.1	-79.1	22	0.01	236	15	382.4	382.4	382.4
110.8	16154	-69.1	-79.1	22	0.01	235	15	382.6	382.6	382.6
105.3	16459	-68.1	-78.9	20	0.01	230	32	390	390	390
104	16535	-67.9	-78.9	19	0.01	240	30	391.9	391.9	391.9
103	16593	-67.9	-78.9	19	0.01	247	29	392.9	393	392.9
101	16710	-68.1	-80.1	17	0.01	262	26	394.8	394.8	394.8
100	16770	-68.1	-80.1	17	0.01	270	25	395.9	395.9	395.9
99	16830	-67.9	-80.1	16	0.01	270	23	397.4	397.4	397.4
95.3	17060	-67.3	-80.3	14	0.01	270	26	402.9	403	402.9
95.2	17069	-67.3	-80.3	14	0.01	270	26	403.1	403.1	403.1
94	17142	-67.4	-80.4	14	0.01	290	6	404.3	404.3	404.3
93.1	17200	-67.5	-80.5	14	0.01	265	5	405.2	405.3	405.2
91	17339	-65.9	-79.9	13	0.01	205	4	411	411	411
90	17406	-65.2	-79.5	12	0.01	180	7	413.8	413.9	413.8
89	17474	-64.4	-79.2	11	0.01	195	10	416.7	416.7	416.7
88.6	17501	-64.1	-79.1	11	0.01	199	10	417.8	417.9	417.8
88	17543	-64	-79.1	11	0.01	205	9	418.9	419	418.9
85.2	17741	-63.3	-79.3	10	0.01	154	3	424.1	424.2	424.1
85	17756	-63.3	-79.3	10	0.01	150	3	424.4	424.4	424.4
84	17828	-63.4	-79.4	10	0.01	130	5	425.7	425.8	425.7
81.6	18006	-63.5	-79.5	10	0.01	147	9	429	429	429
77	18363	-62.5	-80.2	8	0.01	180	17	438.2	438.3	438.2
76.1	18436	-62.3	-80.3	7	0.01	195	15	440.1	440.2	440.1
75.7	18468	-62.3	-80.3	7	0.01	201	14	440.8	440.9	440.8
74	18608	-62.9	-80.9	7	0.01	230	9	442.4	442.5	442.4
72.2	18760	-63.5	-81.5	7	0.01	277	6	444.2	444.3	444.2
70	18950	-63.1	-82.1	6	0.01	335	2	449.1	449.1	449.1
69	19039	-62.9	-82.1	6	0.01	110	4	451.4	451.5	451.4
68	19129	-62.6	-82.2	6	0.01	150	5	453.8	453.9	453.8
67	19220	-62.4	-82.2	5	0.01	140	4	456.3	456.3	456.3
65	19407	-61.9	-82.2	5	0.01	185	8	461.3	461.4	461.3
64	19502	-61.6	-82.3	5	0.01	205	6	464	464	464
63	19599	-61.4	-82.3	5	0.01	180	2	466.6	466.7	466.6
62.8	19619	-61.3	-82.3	5	0.01	162	3	467.2	467.2	467.2
62	19698	-61.3	-82.3	5	0.01	90	7	468.9	468.9	468.9
61.8	19718	-61.3	-82.3	5	0.01	96	7	469.3	469.4	469.3
60	19901	-61.8	-83.5	4	0.01	155	5	472.3	472.3	472.3
59.4	19963	-61.9	-83.9	4	0.01	176	5	473.3	473.4	473.3
59	20005	-61.8	-83.9	4	0.01	190	5	474.4	474.5	474.4
58	20110	-61.5	-83.9	4	0.01	155	3	477.4	477.4	477.4
57	20218	-61.3	-83.9	4	0.01	185	4	480.3	480.4	480.3
55.6	20372	-60.9	-83.9	3	0.01	84	7	484.6	484.7	484.6
55	20439	-60.8	-83.8	3	0.01	40	9	486.3	486.4	486.3
54.2	20530	-60.7	-83.7	3	0.01	54	12	488.6	488.7	488.6
53	20669	-60.9	-83.9	3	0.01	75	16	491.2	491.3	491.2
52.1	20775	-61.1	-84.1	3	0.01	87	15	493.2	493.3	493.2
51.8	20811	-61.1	-84.1	3	0.01	91	14	494.1	494.1	494.1
50	21030	-60.7	-83.7	3	0.01	115	11	500	500.1	500
49	21156	-60.3	-83.3	3	0.01	105	12	503.8	503.9	503.8
47.9	21297	-59.9	-82.9	3	0.01	102	9	508.1	508.1	508.1
47	21416	-59.5	-82.5	4	0.01	100	6	511.8	511.8	511.8
45.1	21674	-58.7	-81.7	4	0.01	72	16	519.8	519.9	519.8
45	21688	-58.7	-81.7	4	0.01	70	17	520.2	520.3	520.2
44	21829	-58.2	-81.7	3	0.01	75	14	524.6	524.7	524.6
43	21974	-57.8	-81.7	3	0.01	80	17	529.2	529.3	529.2
42.8	22003	-57.7	-81.7	3	0.01	85	16	530.1	530.2	530.1
42	22122	-57.5	-81.5	3	0.01	105	12	533.6	533.7	533.6
40.8	22305	-57.1	-81.1	3	0.01	93	8	538.9	539	538.9
40	22430	-56.8	-80.8	3	0.01	85	6	542.6	542.7	542.6
39	22590	-56.5	-80.5	3	0.02	65	16	547.4	547.5	547.4
38.4	22689	-56.3	-80.3	3	0.02	69	19	550.4	550.5	550.4
36	23101	-54.8	-78.8	4	0.02	85	29	564.5	564.7	564.5
35	23281	-54.1	-78.1	4	0.03	90	24	570.8	571	570.8
34	23466	-53.4	-77.4	4	0.03	100	28	577.3	577.6	577.4
33.8	23503	-53.3	-77.3	4	0.03	101	27	578.7	578.9	578.7
33	23657	-53.6	-77.6	4	0.03	105	23	581.8	582.1	581.8
32.8	23696	-53.7	-77.7	4	0.03	105	23	582.6	582.9	582.6
32.2	23815	-53.9	-77.9	4	0.03	105	22	585.1	585.4	585.2
32	23855	-53.8	-77.9	4	0.03	105	22	586.5	586.8	586.5
31	24059	-53.1	-77.7	4	0.03	125	17	593.6	593.8	593.6
30	24270	-52.5	-77.5	3	0.03	110	16	600.9	601.2	600.9
29.8	24313	-52.3	-77.3	3	0.03	106	17	602.6	602.9	602.6
29.1	24468	-52.1	-76.1	4	0.04	92	22	607.3	607.6	607.3
29	24490	-52.1	-76.1	4	0.04	90	23	608	608.3	608
28	24718	-51.8	-76.3	4	0.04	95	21	614.9	615.3	615
27.2	24907	-51.5	-76.5	3	0.04	91	20	620.8	621.2	620.8
27	24955	-51.5	-76.5	3	0.04	90	20	622.1	622.5	622.1
26.7	25027	-51.5	-76.5	3	0.04	89	21	624.1	624.5	624.1
26	25201	-51.3	-76.3	4	0.05	85	23	629.3	629.7	629.3
25	25456	-51.1	-76.1	4	0.05	90	35	637	637.5	637
24.1	25695	-50.9	-75.9	4	0.05	99	31	644.4	644.9	644.4
