pressure	height	temperature	dewpoint	rh	mixingratio	direction	sknt	thta	thte	thtv
48	21200	-56	-81.4	3	0.01	115	10	517	517.1	517
47.1	21320	-56.3	-81.3	3	0.01	93	8	519.1	519.2	519.2
46	21471	-56.1	-81.1	3	0.01	65	5	523.1	523.2	523.1
45.9	21484	-56.1	-81.1	3	0.01	65	6	523.5	523.6	523.5
45	21611	-55.7	-81	3	0.01	60	13	527.3	527.4	527.3
43	21901	-54.9	-80.8	3	0.01	75	9	536.2	536.4	536.2
42.5	21975	-54.7	-80.7	3	0.01	58	10	538.6	538.7	538.6
42	22051	-54.5	-80.5	3	0.01	40	12	541	541.1	541
41.7	22097	-54.3	-80.3	3	0.02	41	13	542.5	542.6	542.5
40	22364	-54.7	-80.7	3	0.01	50	20	547.9	548	547.9
39.4	22460	-54.9	-80.9	3	0.01	59	18	549.9	550	549.9
39	22526	-54.8	-80.8	3	0.01	65	16	551.6	551.7	551.6
38	22692	-54.7	-80.7	3	0.02	55	17	556.1	556.2	556.1
37.5	22777	-54.7	-80.7	3	0.02	70	18	558.2	558.3	558.2
37.1	22845	-54.7	-80.7	3	0.02	82	20	559.9	560	559.9
37	22863	-54.7	-80.7	3	0.02	85	20	560.3	560.5	560.3
36.2	23002	-54.7	-80.7	3	0.02	93	18	563.8	564	563.8
35	23219	-54.2	-80.2	3	0.02	105	15	570.6	570.7	570.6
34	23405	-53.8	-79.8	3	0.02	95	18	576.4	576.6	576.4
33.8	23443	-53.7	-79.7	3	0.02	92	17	577.6	577.8	577.6
33	23596	-53.8	-79.2	3	0.02	80	13	581.2	581.4	581.2
32.6	23675	-53.9	-78.9	3	0.02	84	15	583.1	583.3	583.1
32.3	23734	-54.1	-79.1	3	0.02	87	16	584.1	584.3	584.1
31	23999	-53.2	-78.8	3	0.03	100	23	593.4	593.6	593.4
30	24210	-52.5	-78.5	3	0.03	105	14	600.9	601.2	600.9
29.3	24363	-51.7	-77.7	3	0.03	84	15	607.2	607.5	607.2
29	24430	-51.6	-77.6	3	0.03	75	16	609.3	609.6	609.3
28	24658	-51.2	-77.2	3	0.04	95	22	616.5	616.9	616.5
27.3	24822	-50.9	-76.9	3	0.04	102	23	621.8	622.2	621.8
27	24894	-50.9	-76.9	3	0.04	105	23	623.8	624.1	623.8
26.9	24918	-50.9	-76.9	3	0.04	104	23	624.4	624.8	624.5
26.6	24991	-50.7	-76.7	3	0.04	99	21	627	627.4	627
26	25141	-50.5	-76.5	3	0.05	90	18	631.8	632.2	631.8
25	25397	-50	-76	3	0.05	85	25	640.2	640.6	640.2
24	25664	-49.6	-75.6	3	0.06	85	17	649	649.5	649
23	25942	-49.1	-75.1	3	0.06	90	29	658.3	658.9	658.3
22.6	26057	-48.9	-74.9	3	0.07	86	26	662.2	662.8	662.2
22	26234	-49	-75	3	0.07	80	21	667	667.6	667
21.5	26385	-49.1	-75.1	3	0.07	75	24	671.1	671.8	671.1
21	26539	-48.9	-74.9	3	0.07	70	28	676.3	677	676.3
20.2	26795	-48.5	-74.5	3	0.08	82	33	685	685.8	685
20	26860	-48.5	-74.5	3	0.08	85	34	687	687.7	687
19.6	26993	-48.7	-74.7	3	0.08	95	32	690.3	691.1	690.4
19	27197	-48.7	-74.7	3	0.08	110	29	696.5	697.3	696.5
18	27554	-47.4	-73.8	3	0.1	95	32	711.5	712.5	711.6
17	27932	-45.9	-72.8	3	0.12	105	30	727.8	729	727.9
16.7	28050	-45.5	-72.5	3	0.13	99	28	732.9	734.3	733
16	28335	-45.1	-72.2	3	0.14	85	24	743.1	744.6	743.1
15.9	28377	-45.1	-72.1	3	0.14	86	24	744.6	746.1	744.6
15	28764	-45.8	-72	4	0.15	100	26	754.8	756.4	754.8
14	29222	-46.6	-71.9	4	0.16	70	34	767	768.7	767
13.7	29366	-46.9	-71.9	4	0.17	80	33	770.8	772.7	770.9
13.1	29663	-47.1	-73.1	4	0.15	101	32	780.1	781.7	780.1
13	29714	-46.9	-73	4	0.15	105	32	782.3	784	782.4
12	30250	-45.3	-71.9	3	0.19	105	27	806.3	808.5	806.4
11	30832	-43.5	-70.8	3	0.25	90	30	833.1	836	833.3
10	31470	-41.5	-69.5	3	0.33	90	39	863.5	867.5	863.7
9.7	31677	-40.7	-68.7	3	0.38	90	39	874	878.7	874.2
9	32188	-40.2	-68.2	3	0.44	90	38	895	900.5	895.3
8	32992	-39.3	-67.3	4	0.56	90	40	929.1	936.2	929.4
